target_id	length	eff_length	est_counts	tpm
Y110A7A.10	1787	1377.91	458	30.1275
F27C8.1	1940	1530.91	65	3.84841
F07C3.7	1728	1318.91	142	9.75868
F52H2.2	1739	1329.91	83	5.65684
T13A10.10a	1734	1324.91	137.774	9.42538
T13A10.10b	1598	1188.91	6.2259	0.474647
C55C2.5a	1840	1430.91	71	4.49742
C55C2.5b	1606	1196.91	0	0
C55C2.5c	1671	1261.91	0	0
C55C2.5d	1618	1208.91	0	0
T11F9.4a	1765	1355.91	0.0684318	0.00457451
T11F9.4b.1	1684	1274.91	80.9902	5.75799
T11F9.4b.2	1784	1374.91	54.9414	3.62196
F54D12.3	1503	1093.91	8	0.662867
F28F9.4	1452	1042.91	6	0.521462
Y53H1C.1a	2022	1612.91	172.493	9.69344
Y53H1C.1b	1958	1548.91	0	0
C50F2.9	258	95.7506	0	0
C50F2.10	414	150.961	0	0
F54B8.5	270	99.5859	0	0
Y38H6C.22	381	137.955	0	0
T22H6.5	484	182.077	37	18.4189
T22H6.7	646	277.613	94	30.6905
M79.1a	4081	3671.91	52.7012	1.30091
M79.1b	4012	3602.91	14.2247	0.357856
M79.1c	3997	3587.91	89.0741	2.25023
C24F3.5a	4715	4305.91	190	3.9995
C24F3.5b	4726	4316.91	1.76002e-05	3.69541e-07
F12B6.1a	6670	6260.91	8.59568e-08	1.2444e-09
F12B6.1b	6559	6149.91	232	3.41929
Y39D8C.1	5545	5135.91	520	9.17705
Y53C10A.9	4724	4314.91	138	2.89884
AC3.3	1403	993.907	66.1876	6.03598
F19G12.7	1719	1309.91	0	0
F31A3.1	729	340.557	1	0.26615
Y5H2A.3	1020	610.907	9.53267	1.41435
Y105C5A.4	1008	598.907	0	0
C03A7.7	1174	764.907	10.0946	1.19618
C03A7.8	1317	907.907	22.3153	2.22781
C03A7.14	1525	1115.91	69.6978	5.66119
R09F10.2	1137	727.907	11	1.36973
F35A5.3	1271	861.907	66	6.94065
T01D1.6	1273	863.907	44	4.61639
W09B12.1.1	1984	1574.91	0	0
W09B12.1.2	2525	2115.91	44	1.88483
Y44E3A.2	1995	1585.91	5	0.285765
Y48B6A.8	2168	1758.91	15	0.772975
Y48B6A.7	1930	1520.91	2	0.119191
C42D8.5a	3282	2872.91	76.7443	2.42126
C42D8.5b	1560	1150.91	98.2557	7.7381
ZK455.1	3072	2662.91	3393	115.49
F54H12.1a	2709	2299.91	170.738	6.7288
F54H12.1b	2365	1955.91	993.391	46.0351
F54H12.1c.1	2500	2090.91	443.243	19.2143
F54H12.1c.2	2562	2152.91	132.628	5.58375
K11G12.2	1888	1478.91	15	0.919321
K11G12.7	1660	1250.91	5	0.362295
K03F8.2	1800	1390.91	0	0
ZK973.5	1666	1256.91	4	0.288452
T09A5.3	1692	1282.91	13	0.91847
ZC504.2	1758	1348.91	50	3.35973
