target_id	length	eff_length	est_counts	tpm
Y110A7A.10	1787	1377.91	362	31.8616
F27C8.1	1940	1530.91	29	2.29736
F07C3.7	1728	1318.91	47	4.32178
F52H2.2	1739	1329.91	80	7.29538
T13A10.10a	1734	1324.91	44	4.0276
T13A10.10b	1598	1188.91	0	0
C55C2.5a	1840	1430.91	85	7.20421
C55C2.5b	1606	1196.91	0	0
C55C2.5c	1671	1261.91	0	0
C55C2.5d	1618	1208.91	0	0
T11F9.4a	1765	1355.91	0	0
T11F9.4b.1	1684	1274.91	60	5.70758
T11F9.4b.2	1784	1374.91	0	0
F54D12.3	1503	1093.91	3	0.332598
F28F9.4	1452	1042.91	2	0.232575
Y53H1C.1a	2022	1612.91	144.443	10.8609
Y53H1C.1b	1958	1548.91	0	0
C50F2.9	258	95.7506	0	0
C50F2.10	414	150.961	0	0
F54B8.5	270	99.5859	0	0
Y38H6C.22	381	137.955	0	0
T22H6.5	484	182.077	20	13.3216
T22H6.7	646	277.613	49	21.406
M79.1a	4081	3671.91	0	0
M79.1b	4012	3602.91	157.647	5.30654
M79.1c	3997	3587.91	3.35319	0.113343
C24F3.5a	4715	4305.91	0.000628479	1.77013e-05
C24F3.5b	4726	4316.91	85.9994	2.41603
F12B6.1a	6670	6260.91	56.4046	1.09259
F12B6.1b	6559	6149.91	117.595	2.319
Y39D8C.1	5545	5135.91	243	5.7381
Y53C10A.9	4724	4314.91	57	1.60207
AC3.3	1403	993.907	474.437	57.8911
F19G12.7	1719	1309.91	4	0.370338
F31A3.1	729	340.557	0	0
Y5H2A.3	1020	610.907	14.6405	2.90643
Y105C5A.4	1008	598.907	0	0
C03A7.7	1174	764.907	57.5371	9.12259
C03A7.8	1317	907.907	197.377	26.3654
C03A7.14	1525	1115.91	543.117	59.0262
R09F10.2	1137	727.907	46.2877	7.71204
F35A5.3	1271	861.907	320	45.0266
T01D1.6	1273	863.907	194	27.2342
W09B12.1.1	1984	1574.91	0	0
W09B12.1.2	2525	2115.91	22	1.26097
Y44E3A.2	1995	1585.91	5	0.382359
Y48B6A.8	2168	1758.91	5	0.344752
Y48B6A.7	1930	1520.91	5	0.3987
C42D8.5a	3282	2872.91	75.076	3.16926
C42D8.5b	1560	1150.91	34.924	3.68013
ZK455.1	3072	2662.91	1637	74.5541
F54H12.1a	2709	2299.91	229.523	12.103
F54H12.1b	2365	1955.91	321.147	19.9129
F54H12.1c.1	2500	2090.91	550.243	31.9153
F54H12.1c.2	2562	2152.91	132.088	7.44076
K11G12.2	1888	1478.91	15	1.23007
K11G12.7	1660	1250.91	9	0.872563
K03F8.2	1800	1390.91	2	0.174386
ZK973.5	1666	1256.91	1	0.0964886
T09A5.3	1692	1282.91	10	0.945331
ZC504.2	1758	1348.91	27	2.42751
C40C9.2	1909	1499.91	6	0.485139
R02E12.8	1680	1270.91	2	0.190851
D2092.3	1445	1035.91	34	3.9805
R01E6.4	1926	1516.91	10	0.799503
T05C12.2	1595	1185.91	4	0.409061
F25G6.4	1506	1096.91	32	3.53801
F25G6.3a	1797	1387.91	20	1.74763
F25G6.3b	2176	1766.91	0	0
F53E10.2a	1359	949.907	2.23191	0.284953
F53E10.2b	1616	1206.91	1.76809	0.177669
F28F8.1	1617	1207.91	24	2.40967
C31H5.3a	1858	1448.91	8.11489e-07	6.79237e-08
C31H5.3b	1841	1431.91	2	0.169392
R06A4.10a	1702	1292.91	11	1.03182
R06A4.10b	1693	1283.91	0	0
R06A4.10c	1841	1431.91	0	0
F27B3.2	1410	1000.91	2	0.242335
F48E3.7	1435	1025.91	17	2.00965
F59B1.9	1718	1308.91	0	0
T04C12.6.1	1264	854.907	0	0
T04C12.6.2	1366	956.907	642.853	81.4744
T04C12.6.3	1346	936.907	9021.88	1167.83
T04C12.6.4	1277	867.907	45.9113	6.41543
T04C12.5.1	1321	911.907	4865.15	647.03
T04C12.5.2	1335	925.907	1341.74	175.744
T04C12.4.1	1480	1070.91	15242	1726.12
T04C12.4.2	1564	1154.91	3339.88	350.722
T04C12.4.3	1559	1149.91	4.78866	0.505045
M03F4.2a	1672	1262.91	26300.6	2525.65
M03F4.2b.1	1599	1189.91	72.8929	7.42936
M03F4.2b.2	1603	1193.91	1.65909e-07	1.6853e-08
M03F4.2b.3	1606	1196.91	24930.4	2526.08
M03F4.2b.4	1596	1186.91	0.00369131	0.000377175
M03F4.2b.5	1541	1131.91	12171.8	1304.14
M03F4.2b.6	1576	1166.91	0.00224391	0.000233211
M03F4.2c	1633	1223.91	26.5841	2.63423
T25C8.2.1	1343	933.907	27.0293	3.51002
T25C8.2.2	1344	934.907	2716.48	352.384
F17C8.1	4068	3658.91	133	4.40838
C10F3.3	3343	2933.91	7	0.289355
C44F1.5	4064	3654.91	81	2.68774
T01C2.1	3269	2859.91	54	2.28992
F39C12.2a	2213	1803.91	0	0
F39C12.2b	2525	2115.91	14.3207	0.820815
F39C12.2c	2428	2018.91	0	0
F39C12.2d	2049	1639.91	0	0
F39C12.2e	2611	2201.91	37.6793	2.07531
F57F5.4a.1	1990	1580.91	33.6577	2.58201
F57F5.4a.2	2032	1622.91	36.4821	2.72624
F57F5.4b	1052	642.907	76.8602	14.4988
C04A11.4	3227	2817.91	99	4.26076
ZK154.7	2342	1932.91	80	5.01947
H15N14.1c	3023	2613.91	93.1048	4.31977
H15N14.1d	2851	2441.91	345.69	17.1687
H15N14.1e	2794	2384.91	5.17935e-07	2.6338e-08
H15N14.1f	3119	2709.91	27.7302	1.24102
H15N14.1g	370	133.819	0	0
T20H4.4	1697	1287.91	403	37.9489
Y50D7A.7	1886	1476.91	758	62.2437
C02B4.1	4802	4392.91	12	0.33129
F08C6.1a.1	3788	3378.91	180.166	6.4666
F08C6.1a.2	3910	3500.91	57.3919	1.98815
F08C6.1b	1163	753.907	157.442	25.3269
F08C6.1c.1	3027	2617.91	0	0
F08C6.1c.2	3149	2739.91	0	0
D2030.10a	3221	2811.91	93.3291	4.02527
D2030.10b	3222	2812.91	20.6709	0.891218
T14B1.2	1220	810.907	2	0.299115
C02H7.3a	4574	4164.91	34.2351	0.996886
C02H7.3b	4428	4018.91	13.7649	0.415378
F32A7.6	1780	1370.91	306	27.0703
Y87G2A.4	946	537.93	20	4.50903
B0334.8	3766	3356.91	784	28.3241
F32A6.4a	2137	1727.91	152	10.6685
F32A6.4b	2166	1756.91	0	0
F32A6.4c	375	135.688	0	0
Y62E10A.5a	598	245.533	52.2374	25.8019
Y62E10A.5b.1	579	233.734	0	0
Y62E10A.5b.2	574	230.713	1.76264	0.926555
F09E5.13	1231	821.907	736	108.601
C25A1.11a	1605	1195.91	68	6.89589
C25A1.11b	1599	1189.91	0	0
C41G7.5a	1841	1431.91	0	0
C41G7.5b	1803	1393.91	1	0.0870052
F58E10.4	1059	649.907	326	60.8339
K07C11.2.1	1343	933.907	810.483	105.249
K07C11.2.2	1421	1011.91	233.517	27.987
B0207.4	1121	711.907	313	53.3212
C25A11.4a	4737	4327.91	3.55031e-06	9.94873e-08
C25A11.4b	2842	2432.91	209.775	10.457
C25A11.4c	3829	3419.91	93.883	3.32929
