target_id	length	eff_length	est_counts	tpm
Y110A7A.10	1787	1377.91	347	30.6181
F27C8.1	1940	1530.91	22	1.7472
F07C3.7	1728	1318.91	30	2.76551
F52H2.2	1739	1329.91	109	9.96492
T13A10.10a	1734	1324.91	48	4.40478
T13A10.10b	1598	1188.91	0	0
C55C2.5a	1840	1430.91	111	9.43148
C55C2.5b	1606	1196.91	0	0
C55C2.5c	1671	1261.91	0	0
C55C2.5d	1618	1208.91	0	0
T11F9.4a	1765	1355.91	0	0
T11F9.4b.1	1684	1274.91	18.5019	1.76443
T11F9.4b.2	1784	1374.91	27.4981	2.43163
F54D12.3	1503	1093.91	1	0.111145
F28F9.4	1452	1042.91	0	0
Y53H1C.1a	2022	1612.91	85.3083	6.43059
Y53H1C.1b	1958	1548.91	59.1328	4.64164
C50F2.9	258	95.7506	0	0
C50F2.10	414	150.961	0	0
F54B8.5	270	99.5859	0	0
Y38H6C.22	381	137.955	0	0
T22H6.5	484	182.077	32	21.368
T22H6.7	646	277.613	53	23.2115
M79.1a	4081	3671.91	0	0
M79.1b	4012	3602.91	116.813	3.94191
M79.1c	3997	3587.91	0.187076	0.00633937
C24F3.5a	4715	4305.91	34.5148	0.974561
C24F3.5b	4726	4316.91	1.48519	0.0418291
F12B6.1a	6670	6260.91	4.2727e-08	8.29723e-10
F12B6.1b	6559	6149.91	162	3.20269
Y39D8C.1	5545	5135.91	226	5.35007
Y53C10A.9	4724	4314.91	38	1.07073
AC3.3	1403	993.907	79.0467	9.66955
F19G12.7	1719	1309.91	0	0
F31A3.1	729	340.557	0	0
Y5H2A.3	1020	610.907	1	0.199018
Y105C5A.4	1008	598.907	0.253743	0.0515113
C03A7.7	1174	764.907	47.4435	7.54114
C03A7.8	1317	907.907	81.4708	10.9101
C03A7.14	1525	1115.91	299.334	32.6135
R09F10.2	1137	727.907	25.6079	4.27727
F35A5.3	1271	861.907	318	44.8575
T01D1.6	1273	863.907	81	11.3995
W09B12.1.1	1984	1574.91	0	0
W09B12.1.2	2525	2115.91	30	1.72382
Y44E3A.2	1995	1585.91	1	0.0766639
Y48B6A.8	2168	1758.91	16	1.10598
Y48B6A.7	1930	1520.91	1	0.0799403
C42D8.5a	3282	2872.91	26.6937	1.12968
C42D8.5b	1560	1150.91	19.3063	2.03952
ZK455.1	3072	2662.91	1767	80.6768
F54H12.1a	2709	2299.91	220.709	11.6675
F54H12.1b	2365	1955.91	406.373	25.2607
F54H12.1c.1	2500	2090.91	485.138	28.2097
F54H12.1c.2	2562	2152.91	114.781	6.48204
K11G12.2	1888	1478.91	13	1.06874
K11G12.7	1660	1250.91	8	0.777559
K03F8.2	1800	1390.91	2	0.174824
ZK973.5	1666	1256.91	3	0.290193
T09A5.3	1692	1282.91	4	0.379082
ZC504.2	1758	1348.91	26	2.34347
C40C9.2	1909	1499.91	8	0.648476
R02E12.8	1680	1270.91	0	0
D2092.3	1445	1035.91	17	1.99525
R01E6.4	1926	1516.91	19	1.52287
T05C12.2	1595	1185.91	4	0.410089
F25G6.4	1506	1096.91	43	4.76614
F25G6.3a	1797	1387.91	10	0.876008
F25G6.3b	2176	1766.91	0	0
F53E10.2a	1359	949.907	3	0.38398
F53E10.2b	1616	1206.91	0	0
F28F8.1	1617	1207.91	28	2.81834
C31H5.3a	1858	1448.91	9.57288e-07	8.03286e-08
C31H5.3b	1841	1431.91	2	0.169818
R06A4.10a	1702	1292.91	7	0.658263
R06A4.10b	1693	1283.91	0	0
R06A4.10c	1841	1431.91	0	0
F27B3.2	1410	1000.91	1	0.121472
F48E3.7	1435	1025.91	18	2.13321
F59B1.9	1718	1308.91	2	0.185776
T04C12.6.1	1264	854.907	0	0
T04C12.6.2	1366	956.907	639.852	81.2977
T04C12.6.3	1346	936.907	8134.24	1055.58
T04C12.6.4	1277	867.907	0	0
T04C12.5.1	1321	911.907	5382.4	717.619
T04C12.5.2	1335	925.907	623.732	81.9029
T04C12.4.1	1480	1070.91	15092.5	1713.47
T04C12.4.2	1564	1154.91	3438.85	362.022
T04C12.4.3	1559	1149.91	1.54976	0.163858
M03F4.2a	1672	1262.91	25891	2492.56
M03F4.2b.1	1599	1189.91	67.0621	6.85224
M03F4.2b.2	1603	1193.91	47.1479	4.80131
M03F4.2b.3	1606	1196.91	23576.5	2394.9
M03F4.2b.4	1596	1186.91	0.000929037	9.51666e-05
M03F4.2b.5	1541	1131.91	13015.4	1398.03
M03F4.2b.6	1576	1166.91	0.00543406	0.000566183
M03F4.2c	1633	1223.91	54.0246	5.36675
T25C8.2.1	1343	933.907	445.387	57.9832
T25C8.2.2	1344	934.907	2199.39	286.024
F17C8.1	4068	3658.91	174	5.78184
